Segment,Protein Name,Sequence Accession,Complete Genome,Segment Length,Subtype,Collection Date,Host Species,Country,State/Province,Flu Season,Strain Name,Curation Report
4,HA,CY064995,Yes,1734,H1N1,1-2-2010,IRD:Human,USA,New York,09-Oct,A/New York/3681/2010(H1N1),Pass
4,HA,CY065011,Yes,1734,H1N1,1-2-2010,IRD:Human,USA,New York,09-Oct,A/New York/3683/2010(H1N1),Pass
4,HA,KC780389,No,1701,H1N1,2-2-2010,IRD:Human,USA,North Carolina,09-Oct,A/North Carolina/04/2010,Pass
4,HA,KC781411,No,1701,H1N1,2-2-2010,IRD:Human,USA,Georgia,09-Oct,A/Georgia/09/2010,Pass
4,HA,CY064987,Yes,1734,H1N1,2-2-2010,IRD:Human,USA,California,09-Oct,A/California/VRDL6/2010(H1N1),Pass
4,HA,KC782071,No,1701,H1N1,2-2-2010,IRD:Human,USA,Arizona,09-Oct,A/Arizona/02/2010,Pass
4,HA,KC780537,Yes,1701,H1N1,2-2-2010,IRD:Human,USA,Florida,09-Oct,A/Florida/02/2010,Pass
4,HA,KC780695,Yes,1701,H1N1,3-2-2010,IRD:Human,USA,Indiana,09-Oct,A/Indiana/03/2010,Pass
4,HA,CY065051,Yes,1734,H1N1,3-2-2010,IRD:Human,USA,New York,09-Oct,A/New York/4662/2010(H1N1),Pass
4,HA,CY072998,Yes,1734,H1N1,3-2-2010,IRD:Human,Nicaragua,-N/A-,-N/A-,A/Managua/07193_09/2010(H1N1),Pass
4,HA,KC781452,Yes,1701,H1N1,3-2-2010,IRD:Human,USA,Louisiana,09-Oct,A/Louisiana/01/2010,Pass
4,HA,CY061187,Yes,1734,H1N1,3-2-2010,IRD:Human,USA,Texas,09-Oct,A/Texas/JMS413/2010(H1N1),Pass
4,HA,KC782022,Yes,1701,H1N1,4-2-2010,IRD:Human,USA,Vermont,09-Oct,A/Vermont/01/2010,Pass
4,HA,CY065043,Yes,1734,H1N1,4-2-2010,IRD:Human,USA,New York,09-Oct,A/New York/4294/2010(H1N1),Pass
4,HA,CY061195,Yes,1734,H1N1,4-2-2010,IRD:Human,USA,Texas,09-Oct,A/Texas/JMS414/2010(H1N1),Pass
4,HA,CY066479,Yes,1732,H1N1,4-2-2010,IRD:Human,USA,California,09-Oct,A/California/VRDL5/2010(H1N1),Pass
4,HA,CY167324,Yes,1754,H1N1,4-2-2010,IRD:Human,USA,Tennessee,09-Oct,A/Tennessee/F1042A/2010,Pass
4,HA,CY083817,Yes,1734,H1N1,5-2-2010,IRD:Human,USA,California,09-Oct,A/Los Angeles/INS423/2010(H1N1),Pass
4,HA,KC781300,No,1701,H1N1,5-2-2010,IRD:Human,USA,Georgia,09-Oct,A/Georgia/05/2010,Pass
4,HA,KC781255,Yes,1701,H1N1,5-2-2010,IRD:Human,USA,Georgia,09-Oct,A/Georgia/06/2010,Pass
4,HA,KC781284,No,1701,H1N1,6-2-2010,IRD:Human,USA,Georgia,09-Oct,A/Georgia/07/2010,Pass
4,HA,KC781263,Yes,1701,H1N1,6-2-2010,IRD:Human,USA,Georgia,09-Oct,A/Georgia/04/2010,Pass
4,HA,KC780239,Yes,1701,H1N1,6-2-2010,IRD:Human,USA,Georgia,09-Oct,A/Georgia/01/2010,Pass
4,HA,CY061203,Yes,1734,H1N1,6-2-2010,IRD:Human,USA,Texas,09-Oct,A/Texas/JMS415/2010(H1N1),Pass
4,HA,KC781389,Yes,1701,H1N1,7-2-2010,IRD:Human,USA,Alaska,09-Oct,A/Alaska/01/2010,Pass
4,HA,KC780724,No,1701,H1N1,8-2-2010,IRD:Human,USA,Hawaii,09-Oct,A/Hawaii/03/2010,Pass
4,HA,CY066471,Yes,1734,H1N1,8-2-2010,IRD:Human,USA,California,09-Oct,A/California/VRDL4/2010(H1N1),Pass
4,HA,KC781181,Yes,1701,H1N1,8-2-2010,IRD:Human,USA,Wyoming,09-Oct,A/Wyoming/01/2010,Pass
4,HA,KC780586,No,1701,H1N1,8-2-2010,IRD:Human,USA,Maryland,09-Oct,A/Maryland/04/2010,Pass
4,HA,KC261320,Yes,1725,H1N1,9-2-2010,IRD:Human,Mexico,-N/A-,-N/A-,A/Mexico City/INERPHAC3/2010(H1N1),Pass
4,HA,CY066503,Yes,1734,H1N1,9-2-2010,IRD:Human,USA,California,09-Oct,A/California/VRDL9/2010(H1N1),Pass
4,HA,KC780453,Yes,1701,H1N1,9-2-2010,IRD:Human,USA,New York,09-Oct,A/New York/03/2010,Pass
4,HA,CY167332,Yes,1761,H1N1,9-2-2010,IRD:Human,USA,Tennessee,09-Oct,A/Tennessee/F1052A/2010,Flag-CDS
4,HA,CY100530,Yes,1777,H1N1,9-2-2010,IRD:Human,Mexico,-N/A-,-N/A-,A/Mexico City/INER10/2010,Pass
4,HA,CY100538,Yes,1777,H1N1,9-2-2010,IRD:Human,Mexico,-N/A-,-N/A-,A/Mexico City/INER11/2010,Pass
4,HA,KC781428,No,1701,H1N1,10-2-2010,IRD:Human,USA,Maine,09-Oct,A/Maine/01/2010,Pass
4,HA,KC780502,Yes,1701,H1N1,10-2-2010,IRD:Human,USA,Utah,09-Oct,A/Utah/02/2010,Pass
4,HA,KC780350,No,1701,H1N1,11-2-2010,IRD:Human,USA,Delaware,09-Oct,A/Delaware/02/2010,Pass
4,HA,KC781033,No,1701,H1N1,11-2-2010,IRD:Human,USA,California,09-Oct,A/California/04/2010,Pass
4,HA,CY063179,Yes,1721,H1N1,11-2-2010,IRD:Human,USA,California,09-Oct,A/California/VRDL10/2010(H1N1),Pass
4,HA,KC780625,No,1701,H1N1,11-2-2010,IRD:Human,USA,Indiana,09-Oct,A/Indiana/02/2010,Pass
4,HA,CY066495,Yes,1734,H1N1,02/13/2010,IRD:Human,USA,California,09-Oct,A/California/VRDL8/2010(H1N1),Pass
4,HA,KC780367,No,1701,H1N1,02/15/2010,IRD:Human,USA,Iowa,09-Oct,A/Iowa/03/2010,Pass
4,HA,KC782004,No,1701,H1N1,02/17/2010,IRD:Human,USA,Minnesota,09-Oct,A/Minnesota/02/2010,Pass
4,HA,KC780525,Yes,1701,H1N1,02/17/2010,IRD:Human,USA,Wisconsin,09-Oct,A/Wisconsin/02/2010,Pass
4,HA,CY167348,Yes,1701,H1N1,02/18/2010,IRD:Human,USA,Tennessee,09-Oct,A/Tennessee/F1060/2010,Pass
4,HA,CY167340,Yes,1734,H1N1,02/18/2010,IRD:Human,USA,Tennessee,09-Oct,A/Tennessee/F1057c56/2010,Pass
4,HA,KC781923,No,1701,H1N1,02/19/2010,IRD:Human,USA,New Hampshire,09-Oct,A/New Hampshire/02/2010,Pass
4,HA,KC781197,No,1701,H1N1,02/19/2010,IRD:Human,USA,Kentucky,09-Oct,A/Kentucky/03/2010,Pass
4,HA,KC780069,No,1701,H1N1,02/19/2010,IRD:Human,USA,New Hampshire,09-Oct,A/New Hampshire/02/2010,Pass
4,HA,CY065059,Yes,1739,H1N1,02/21/2010,IRD:Human,USA,New York,09-Oct,A/New York/6530/2010(H1N1),Pass
4,HA,KC781163,No,1701,H1N1,02/22/2010,IRD:Human,USA,Kentucky,09-Oct,A/Kentucky/04/2010,Pass
4,HA,KC781368,No,1701,H1N1,02/22/2010,IRD:Human,USA,Wisconsin,09-Oct,A/Wisconsin/04/2010,Pass
4,HA,KC782140,Yes,1701,H1N1,02/23/2010,IRD:Human,USA,Tennessee,09-Oct,A/Tennessee/01/2010,Pass
4,HA,CY096594,Yes,1734,H1N1,02/23/2010,IRD:Human,USA,District of Columbia,09-Oct,A/District of Columbia/INS527/2010(H1N1),Pass
4,HA,KC780361,Yes,1701,H1N1,02/24/2010,IRD:Human,USA,North Carolina,09-Oct,A/North Carolina/05/2010,Pass
4,HA,KC781258,No,1701,H1N1,02/24/2010,IRD:Human,USA,Michigan,09-Oct,A/Michigan/02/2010,Pass
4,HA,KC781915,No,1701,H1N1,02/25/2010,IRD:Human,USA,New York,09-Oct,A/New York/04/2010,Pass
4,HA,CY167356,Yes,1734,H1N1,02/26/2010,IRD:Human,USA,Tennessee,09-Oct,A/Tennessee/F1063A/2010,Pass
4,HA,CY167372,Yes,1734,H1N1,02/26/2010,IRD:Human,USA,Tennessee,09-Oct,A/Tennessee/F1067/2010,Pass
4,HA,CY167364,Yes,1724,H1N1,02/26/2010,IRD:Human,USA,Tennessee,09-Oct,A/Tennessee/F1066c65/2010,Pass
4,HA,CY065107,Yes,1734,H1N1,1-3-2010,IRD:Human,USA,New York,09-Oct,A/New York/7480/2010(H1N1),Pass
4,HA,KC781169,Yes,1701,H1N1,1-3-2010,IRD:Human,USA,Alabama,09-Oct,A/Alabama/03/2010,Pass
4,HA,CY167388,Yes,1754,H1N1,2-3-2010,IRD:Human,USA,Tennessee,09-Oct,A/Tennessee/F1071/2010,Pass
4,HA,KC781911,No,1701,H1N1,2-3-2010,IRD:Human,USA,Massachusetts,09-Oct,A/Massachusetts/02/2010,Pass
4,HA,CY167380,Yes,1701,H1N1,2-3-2010,IRD:Human,USA,Tennessee,09-Oct,A/Tennessee/F1068/2010,Pass
4,HA,KC781413,No,1701,H1N1,2-3-2010,IRD:Human,USA,Pennsylvania,09-Oct,A/Pennsylvania/03/2010,Pass
4,HA,CY167404,Yes,1724,H1N1,2-3-2010,IRD:Human,USA,Tennessee,09-Oct,A/Tennessee/F1072c71/2010,Pass
4,HA,KC781355,Yes,1701,H1N1,3-3-2010,IRD:Human,USA,Iowa,09-Oct,A/Iowa/04/2010,Pass
4,HA,KC780738,Yes,1701,H1N1,4-3-2010,IRD:Human,USA,California,09-Oct,A/California/05/2010,Pass
4,HA,KC781372,No,1701,H1N1,5-3-2010,IRD:Human,USA,South Carolina,09-Oct,A/South Carolina/02/2010,Pass
4,HA,CY167396,Yes,1754,H1N1,5-3-2010,IRD:Human,USA,Tennessee,09-Oct,A/Tennessee/F1071B/2010,Pass
4,HA,CY071367,Yes,1743,H1N1,5-3-2010,IRD:Human,USA,New Jersey,09-Oct,A/Newark/INS429/2010(H1N1),Pass
4,HA,KC780610,No,1701,H1N1,6-3-2010,IRD:Human,USA,Arizona,09-Oct,A/Arizona/03/2010,Pass
4,HA,KC781343,No,1701,H1N1,7-3-2010,IRD:Human,USA,Kansas,09-Oct,A/Kansas/03/2010,Pass
4,HA,KC780726,No,1701,H1N1,7-3-2010,IRD:Human,USA,New Mexico,09-Oct,A/New Mexico/03/2010,Pass
4,HA,KC781863,No,1701,H1N1,8-3-2010,IRD:Human,USA,Mississippi,09-Oct,A/Mississippi/02/2010,Pass
4,HA,KC780587,No,1701,H1N1,8-3-2010,IRD:Human,USA,Hawaii,09-Oct,A/Hawaii/04/2010,Pass
4,HA,KC781406,Yes,1701,H1N1,8-3-2010,IRD:Human,USA,Utah,09-Oct,A/Utah/03/2010,Pass
4,HA,KC781173,No,1701,H1N1,9-3-2010,IRD:Human,USA,North Carolina,09-Oct,A/North Carolina/06/2010,Pass
4,HA,KC781399,Yes,1701,H1N1,11-3-2010,IRD:Human,USA,Nebraska,09-Oct,A/Nebraska/02/2010,Pass
4,HA,KC781335,No,1701,H1N1,12-3-2010,IRD:Human,USA,Minnesota,09-Oct,A/Minnesota/03/2010,Pass
4,HA,KC781158,No,1701,H1N1,12-3-2010,IRD:Human,USA,Tennessee,09-Oct,A/Tennessee/02/2010,Pass
4,HA,KC781210,No,1701,H1N1,12-3-2010,IRD:Human,USA,Wisconsin,09-Oct,A/Wisconsin/03/2010,Pass
4,HA,CY167412,Yes,1724,H1N1,03/15/2010,IRD:Human,USA,Tennessee,09-Oct,A/Tennessee/F1074/2010,Pass
4,HA,KC781175,No,1701,H1N1,03/15/2010,IRD:Human,USA,Alabama,09-Oct,A/Alabama/04/2010,Pass
4,HA,CY167420,Yes,1754,H1N1,03/16/2010,IRD:Human,USA,Tennessee,09-Oct,A/Tennessee/F1076/2010,Pass
4,HA,CY167436,Yes,1754,H1N1,03/16/2010,IRD:Human,USA,Tennessee,09-Oct,A/Tennessee/F1078/2010,Pass
4,HA,KC781142,No,1701,H1N1,03/16/2010,IRD:Human,USA,Florida,09-Oct,A/Florida/05/2010,Pass
4,HA,KC781275,No,1701,H1N1,03/18/2010,IRD:Human,USA,Florida,09-Oct,A/Florida/04/2010,Pass
4,HA,KC781432,No,1701,H1N1,03/18/2010,IRD:Human,USA,Florida,09-Oct,A/Florida/04/2010,Pass
4,HA,CY089371,Yes,1734,H1N1,03/19/2010,IRD:Human,Nicaragua,-N/A-,-N/A-,A/Managua/5708.01/2010(H1N1),Pass
4,HA,CY167780,Yes,1724,H1N1,03/19/2010,IRD:Human,USA,Tennessee,09-Oct,A/Tennessee/F1080/2010,Pass
4,HA,CY167444,Yes,1701,H1N1,03/19/2010,IRD:Human,USA,Tennessee,09-Oct,A/Tennessee/F1083c80/2010,Pass
4,HA,KC781138,No,1701,H1N1,03/19/2010,IRD:Human,USA,Virginia,09-Oct,A/Virginia/02/2010,Pass
4,HA,CY167428,Yes,1754,H1N1,03/19/2010,IRD:Human,USA,Tennessee,09-Oct,A/Tennessee/F1076A/2010,Pass
4,HA,KC781240,No,1701,H1N1,03/19/2010,IRD:Human,USA,Georgia,09-Oct,A/Georgia/11/2010,Pass
4,HA,CY096602,Yes,1734,H1N1,03/21/2010,IRD:Human,USA,Massachusetts,09-Oct,A/Cambridge/INS528/2010(H1N1),Pass
4,HA,KC782128,No,1701,H1N1,03/22/2010,IRD:Human,USA,Minnesota,09-Oct,A/Minnesota/04/2010,Pass
4,HA,CY090837,Yes,1752,H1N1,03/23/2010,IRD:Human,Nicaragua,-N/A-,-N/A-,A/Managua/0305_10/2010(H1N1),Pass
4,HA,CY167452,Yes,1701,H1N1,03/24/2010,IRD:Human,USA,Tennessee,09-Oct,A/Tennessee/F1089/2010,Pass
4,HA,KC261321,Yes,1725,H1N1,03/25/2010,IRD:Human,Mexico,-N/A-,-N/A-,A/Mexico City/INERPHAC4/2010(H1N1),Pass
4,HA,CY089379,Yes,1734,H1N1,03/25/2010,IRD:Human,Nicaragua,-N/A-,-N/A-,A/Managua/3246.01/2010(H1N1),Pass
4,HA,KC781422,No,1701,H1N1,03/26/2010,IRD:Human,USA,Delaware,09-Oct,A/Delaware/03/2010,Pass
4,HA,KC781136,No,1701,H1N1,03/27/2010,IRD:Human,USA,West Virginia,09-Oct,A/West Virginia/01/2010,Pass
4,HA,KC780911,No,1701,H1N1,03/29/2010,IRD:Human,USA,Oregon,09-Oct,A/Oregon/01/2010,Pass
4,HA,KC780257,No,1701,H1N1,03/30/2010,IRD:Human,USA,Hawaii,09-Oct,A/Hawaii/05/2010,Pass
4,HA,KC781118,No,1701,H1N1,03/31/2010,IRD:Human,USA,Maryland,09-Oct,A/Maryland/05/2010,Pass
4,HA,KC781226,No,1701,H1N1,03/31/2010,IRD:Human,USA,Michigan,09-Oct,A/Michigan/03/2010,Pass
4,HA,KY801195,No,1701,H1N1,4-1-2010,IRD:Human,Mexico,-N/A-,-N/A-,A/Mexico/INCMNSZ/RF007/2010,Pass
4,HA,CY099332,No,1701,H1N1,1-4-2010,IRD:Human,USA,Kentucky,09-Oct,A/Kentucky/180/2010,Pass
4,HA,KC781124,No,1701,H1N1,1-4-2010,IRD:Human,USA,Florida,09-Oct,A/Florida/03/2010,Pass
4,HA,JX875056,No,1701,H1N1,1-4-2010,IRD:Human,USA,Kentucky,09-Oct,A/Kentucky/180/2010,Pass
4,HA,KC781378,No,1701,H1N1,1-4-2010,IRD:Human,USA,Wisconsin,09-Oct,A/Wisconsin/05/2010,Pass
4,HA,KC781799,No,1701,H1N1,1-4-2010,IRD:Human,USA,Kansas,09-Oct,A/Kansas/04/2010,Pass
4,HA,KC781296,Yes,1701,H1N1,2-4-2010,IRD:Human,USA,Washington,09-Oct,A/Washington/01/2010,Ambig-Seq 
4,HA,KC780163,No,1701,H1N1,3-4-2010,IRD:Human,USA,Arizona,09-Oct,A/Arizona/04/2010,Pass
4,HA,KC782123,No,1701,H1N1,4-4-2010,IRD:Human,USA,Montana,09-Oct,A/Montana/01/2010,Pass
4,HA,KC782118,No,1701,H1N1,4-4-2010,IRD:Human,USA,Montana,09-Oct,A/Montana/01/2010,Pass
4,HA,CY167460,Yes,1724,H1N1,5-4-2010,IRD:Human,USA,Tennessee,09-Oct,A/Tennessee/F1093A/2010,Pass
4,HA,KC781221,No,1701,H1N1,5-4-2010,IRD:Human,USA,Connecticut,09-Oct,A/Connecticut/02/2010,Pass
4,HA,KC780145,No,1701,H1N1,5-4-2010,IRD:Human,USA,California,09-Oct,A/California/06/2010,Pass
4,HA,KC781204,No,1701,H1N1,6-4-2010,IRD:Human,USA,Kentucky,09-Oct,A/Kentucky/06/2010,Pass
4,HA,KC782158,No,1701,H1N1,7-4-2010,IRD:Human,USA,Montana,09-Oct,A/Montana/02/2010,Pass
4,HA,KC781287,No,1701,H1N1,7-4-2010,IRD:Human,USA,Montana,09-Oct,A/Montana/03/2010,Pass
4,HA,KC780122,No,1701,H1N1,9-4-2010,IRD:Human,USA,Arizona,09-Oct,A/Arizona/07/2010,Pass
4,HA,KC782250,No,1701,H1N1,12-4-2010,IRD:Human,USA,Hawaii,09-Oct,A/Hawaii/08/2010,Pass
4,HA,JX875013,No,1701,H1N1,04/15/2010,IRD:Human,USA,Kentucky,09-Oct,A/Kentucky/190/2010,Pass
4,HA,KC782144,No,1701,H1N1,04/19/2010,IRD:Human,USA,Hawaii,09-Oct,A/Hawaii/06/2010,Pass
4,HA,KC781151,No,1701,H1N1,04/21/2010,IRD:Human,USA,Wyoming,09-Oct,A/Wyoming/02/2010,Pass
4,HA,KC780214,No,1701,H1N1,04/23/2010,IRD:Human,USA,California,09-Oct,A/California/07/2010,Pass
4,HA,KC781380,No,1701,H1N1,04/23/2010,IRD:Human,USA,Maryland,09-Oct,A/Maryland/06/2010,Pass
4,HA,KC780166,No,1701,H1N1,04/24/2010,IRD:Human,USA,California,09-Oct,A/California/08/2010,Pass
4,HA,KC782000,No,1701,H1N1,04/28/2010,IRD:Human,USA,Wisconsin,09-Oct,A/Wisconsin/06/2010,Pass
4,HA,KC780101,No,1701,H1N1,4-5-2010,IRD:Human,USA,Hawaii,09-Oct,A/Hawaii/07/2010,Pass
4,HA,KC781340,No,1701,H1N1,4-5-2010,IRD:Human,USA,Iowa,09-Oct,A/Iowa/05/2010,Pass
4,HA,KC781157,No,1701,H1N1,6-5-2010,IRD:Human,USA,Connecticut,09-Oct,A/Connecticut/03/2010,Pass
4,HA,KC780324,No,1701,H1N1,11-5-2010,IRD:Human,USA,Arizona,09-Oct,A/Arizona/05/2010,Pass
4,HA,KC782239,No,1701,H1N1,11-5-2010,IRD:Human,USA,California,09-Oct,A/California/09/2010,Pass
4,HA,KC781152,No,1701,H1N1,05/14/2010,IRD:Human,USA,Florida,09-Oct,A/Florida/07/2010,Pass
4,HA,KC780274,No,1701,H1N1,05/24/2010,IRD:Human,USA,Nevada,09-Oct,A/Nevada/02/2010,Pass
4,HA,KC782232,No,1701,H1N1,05/29/2010,IRD:Human,USA,Arizona,09-Oct,A/Arizona/06/2010,Pass
4,HA,KC780149,No,1701,H1N1,1-6-2010,IRD:Human,USA,Texas,-N/A-,A/Texas/03/2010,Pass
4,HA,KC882067,No,1701,H1N1,11-6-2010,IRD:Human,USA,Indiana,-N/A-,A/Indiana/05/2010,Pass
4,HA,KC781195,No,1701,H1N1,9-7-2010,IRD:Human,USA,California,-N/A-,A/California/11/2010,Pass
4,HA,KC782161,No,1701,H1N1,07/14/2010,IRD:Human,USA,California,-N/A-,A/California/12/2010,Pass
4,HA,KC781192,No,1701,H1N1,07/19/2010,IRD:Human,USA,Alabama,-N/A-,A/Alabama/06/2010,Pass
4,HA,KC780168,No,1701,H1N1,07/22/2010,IRD:Human,USA,Hawaii,-N/A-,A/Hawaii/13/2010,Pass
4,HA,KC781416,No,1701,H1N1,07/27/2010,IRD:Human,USA,Michigan,-N/A-,A/Michigan/06/2010,Pass
4,HA,KC882026,No,1701,H1N1,07/29/2010,IRD:Human,USA,Indiana,-N/A-,A/Indiana/06/2010,Pass
4,HA,KY801198,No,1701,H1N1,8-1-2010,IRD:Human,Mexico,-N/A-,-N/A-,A/Mexico/INCMNSZ/RF103/2010,Pass
4,HA,KC781278,No,1701,H1N1,2-8-2010,IRD:Human,USA,Florida,-N/A-,A/Florida/13/2010,Pass
4,HA,KC781247,No,1701,H1N1,5-8-2010,IRD:Human,USA,Florida,-N/A-,A/Florida/14/2010,Pass
4,HA,KC781281,No,1701,H1N1,10-8-2010,IRD:Human,USA,Wisconsin,-N/A-,A/Wisconsin/08/2010,Pass
4,HA,KC882063,No,1701,H1N1,10-8-2010,IRD:Human,USA,Florida,-N/A-,A/Florida/15/2010,Pass
4,HA,KC781877,No,1701,H1N1,11-8-2010,IRD:Human,USA,Mississippi,-N/A-,A/Mississippi/04/2010,Pass
4,HA,KC781190,No,1701,H1N1,12-8-2010,IRD:Human,USA,Pennsylvania,-N/A-,A/Pennsylvania/07/2010,Pass
4,HA,KC782278,No,1701,H1N1,08/25/2010,IRD:Human,USA,Arizona,-N/A-,A/Arizona/08/2010,Pass
4,HA,CY097845,No,1701,H1N1,08/27/2010,IRD:Human,USA,District of Columbia,-N/A-,A/District of Columbia/WRAIR0310/2010(H1N1),Pass
4,HA,KC881699,No,1701,H1N1,08/31/2010,IRD:Human,USA,Hawaii,-N/A-,A/Hawaii/14/2010,Pass
4,HA,KC881588,No,1701,H1N1,1-9-2010,IRD:Human,USA,Florida,-N/A-,A/Florida/16/2010,Pass
4,HA,KC781236,No,1701,H1N1,2-9-2010,IRD:Human,USA,Massachusetts,-N/A-,A/Massachusetts/03/2010,Pass
4,HA,KC881860,No,1701,H1N1,7-9-2010,IRD:Human,USA,Oregon,-N/A-,A/Oregon/02/2010,Pass
4,HA,KC882179,No,1701,H1N1,09/15/2010,IRD:Human,USA,Hawaii,-N/A-,A/Hawaii/19/2010,Pass
4,HA,KC882105,No,1701,H1N1,09/25/2010,IRD:Human,USA,Oklahoma,-N/A-,A/Oklahoma/01/2010,Pass
4,HA,KC882057,No,1701,H1N1,09/29/2010,IRD:Human,USA,California,-N/A-,A/California/21/2010,Pass
4,HA,KC882054,No,1701,H1N1,2-10-2010,IRD:Human,USA,Wisconsin,10-Nov,A/Wisconsin/10/2010,Pass
4,HA,KC881851,No,1701,H1N1,4-10-2010,IRD:Human,USA,New Hampshire,10-Nov,A/New Hampshire/03/2010,Pass
4,HA,KC882108,No,1701,H1N1,5-10-2010,IRD:Human,USA,Hawaii,10-Nov,A/Hawaii/16/2010,Pass
4,HA,KC882029,No,1701,H1N1,11-10-2010,IRD:Human,USA,Kentucky,10-Nov,A/Kentucky/08/2010,Pass
4,HA,KC882032,No,1701,H1N1,12-10-2010,IRD:Human,USA,Utah,10-Nov,A/Utah/05/2010,Pass
4,HA,CY081061,Yes,1744,H1N1,10/13/2010,IRD:Human,Canada,-N/A-,10-Nov,A/Ontario/130741/2010,Pass
4,HA,KC882117,No,1701,H1N1,10/19/2010,IRD:Human,USA,California,10-Nov,A/California/23/2010,Pass
4,HA,KC882111,No,1701,H1N1,10/29/2010,IRD:Human,USA,California,10-Nov,A/California/22/2010,Pass
4,HA,KC881830,Yes,1701,H1N1,1-11-2010,IRD:Human,USA,Kentucky,10-Nov,A/Kentucky/09/2010,Pass
4,HA,KC881827,Yes,1701,H1N1,1-11-2010,IRD:Human,USA,Kentucky,10-Nov,A/Kentucky/09/2010,Pass
4,HA,KC881833,No,1701,H1N1,10-11-2010,IRD:Human,USA,Kentucky,10-Nov,A/Kentucky/10/2010,Pass
4,HA,KC882120,No,1701,H1N1,10-11-2010,IRD:Human,USA,Delaware,10-Nov,A/Delaware/05/2010,Pass
4,HA,KC882151,No,1701,H1N1,11/15/2010,IRD:Human,USA,Georgia,10-Nov,A/Georgia/21/2010,Pass
4,HA,KC881836,Yes,1701,H1N1,11/16/2010,IRD:Human,USA,Pennsylvania,10-Nov,A/Pennsylvania/17/2010,Pass
4,HA,KC882102,No,1701,H1N1,11/16/2010,IRD:Human,USA,Pennsylvania,10-Nov,A/Pennsylvania/34/2010,Pass
4,HA,CY081077,Yes,1744,H1N1,11/17/2010,IRD:Human,Canada,-N/A-,10-Nov,A/Ontario/720545/2010(H1N1),Pass
4,HA,KC881857,No,1701,H1N1,11/17/2010,IRD:Human,USA,Pennsylvania,10-Nov,A/Pennsylvania/16/2010,Pass
4,HA,KC882157,No,1701,H1N1,11/18/2010,IRD:Human,USA,Rhode Island,10-Nov,A/Rhode Island/03/2010,Pass
4,HA,KC882096,No,1701,H1N1,11/22/2010,IRD:Human,USA,North Carolina,10-Nov,A/North Carolina/14/2010,Pass
4,HA,KC882099,No,1701,H1N1,11/22/2010,IRD:Human,USA,Montana,10-Nov,A/Montana/06/2010,Pass
4,HA,CY081085,No,1744,H1N1,11/23/2010,IRD:Human,Canada,-N/A-,10-Nov,A/Ontario/741328/2010(H1N1),Pass
4,HA,CY081069,Yes,1744,H1N1,11/24/2010,IRD:Human,Canada,-N/A-,10-Nov,A/Ontario/3620/2010(H1N1),Pass
4,HA,KC882168,No,1701,H1N1,11/29/2010,IRD:Human,USA,Iowa,10-Nov,A/Iowa/16/2010,Pass
4,HA,KC882073,No,1701,H1N1,11/30/2010,IRD:Human,USA,Missouri,10-Nov,A/Missouri/03/2010,Pass
4,HA,KC882176,No,1701,H1N1,11/30/2010,IRD:Human,USA,Arkansas,10-Nov,A/Arkansas/06/2010,Pass
4,HA,KC882114,No,1701,H1N1,11/30/2010,IRD:Human,USA,Texas,10-Nov,A/Texas/14/2010,Pass
4,HA,KY801192,No,1701,H1N1,12-1-2010,IRD:Human,Mexico,-N/A-,-N/A-,A/Mexico/INCMNSZ/RF518/2010,Pass
4,HA,KC882013,No,1701,H1N1,1-12-2010,IRD:Human,USA,Kansas,10-Nov,A/Kansas/08/2010,Pass
4,HA,KC882165,No,1701,H1N1,5-12-2010,IRD:Human,USA,Minnesota,10-Nov,A/Minnesota/15/2010,Pass
4,HA,KC882263,No,1701,H1N1,6-12-2010,IRD:Human,USA,Kentucky,10-Nov,A/Kentucky/16/2010,Pass
4,HA,MK731485,No,1732,H1N1,7-12-2010,IRD:Human,USA,New York,10-Nov,A/New York/WC-LVD-10-012/2010,Pass
4,HA,KC882170,No,1701,H1N1,7-12-2010,IRD:Human,USA,Delaware,10-Nov,A/Delaware/08/2010,Pass
4,HA,KC882160,No,1701,H1N1,7-12-2010,IRD:Human,USA,New York,10-Nov,A/New York/11/2010,Pass
4,HA,KC882173,No,1701,H1N1,8-12-2010,IRD:Human,USA,California,10-Nov,A/California/31/2010,Pass
4,HA,KC882231,No,1701,H1N1,8-12-2010,IRD:Human,USA,Kentucky,10-Nov,A/Kentucky/18/2010,Pass
4,HA,KC881909,Yes,1701,H1N1,9-12-2010,IRD:Human,USA,New York,10-Nov,A/New York/14/2010,Pass
4,HA,CY167468,Yes,1755,H1N1,10-12-2010,IRD:Human,USA,Tennessee,10-Nov,A/Tennessee/F2005A/2010,Pass
4,HA,KC882261,No,1701,H1N1,12/13/2010,IRD:Human,USA,Indiana,10-Nov,A/Indiana/09/2010,Pass
4,HA,KC882251,No,1701,H1N1,12/14/2010,IRD:Human,USA,Connecticut,10-Nov,A/Connecticut/07/2010,Pass
4,HA,CY081101,Yes,1744,H1N1,12/14/2010,IRD:Human,Canada,-N/A-,10-Nov,A/Ontario/804635/2010(H1N1),Pass
4,HA,CY167476,Yes,1752,H1N1,12/16/2010,IRD:Human,USA,Tennessee,10-Nov,A/Tennessee/F2008c07A/2010,Pass
4,HA,KC881729,No,1701,H1N1,12/21/2010,IRD:Human,USA,Oregon,10-Nov,A/Oregon/04/2010,Pass
